No.,英語,品詞,日本語,学年,ページ,単元,
2117,war,名,戦争,3,49,LR1(p.49),
2118,courage,名,勇気,3,49,LR1(p.49),
2119,pursue,動,…を追い求める,3,49,LR1(p.49),
2120,worth,形,…の価値がある,3,49,LR1(p.49),
2121,extend,動,…を広げる,3,49,LR1(p.49),
2122,go through ,連,（人生・生活）を送る,3,49,LR1(p.49),
2123,worth ...ing,連,…するだけの価値がある,3,49,LR1(p.49),
2124,every,形,どの…もみな,3,49,LR1(p.49),
2125,himself,代,彼自身、自ら,3,49,LR1(p.49),
2126,word,名,語、単語、言葉,3,49,LR1(p.49),
2127,prepared,形,用意ができている、備えた,3,52,U4-1,
2128,disaster,名,災害,3,52,U4-1,
2129,shelter,名,避難所,3,52,U4-1,
2130,store,動,…を蓄える,3,52,U4-1,
2131,case,名,場合,3,52,U4-1,
2132,extinguisher,名,消火器,3,52,U4-1,
2133,in case of,連,…の場合には,3,52,U4-1,
2134,call,動,（…に）電話をかける,3,52,U4-1,
2135,circle,動,…を丸で囲む,3,52,U4-1,
2136,fire,名,火事、火災,3,52,U4-1,
2137,number,名,番号,3,52,U4-1,
2138,How much ...? ,連,どれくらいの量の,3,52,U4-1,
2139,done,動,doの過去分詞,3,53,U4-2,
2140,prepare,動,（…の）準備をする、備える,3,53,U4-2,
2141,emergency,名,緊急事態,3,53,U4-2,
2142,kit,名,道具［用具］一式,3,53,U4-2,
2143,recommend,動,…をすすめる、…を推薦する,3,53,U4-2,
2144,earthquake,名,地震,3,53,U4-2,
2145,we’ve,短,we have,3,53,U4-2,
2146,hasn’t,短,has not,3,53,U4-2,
2147,hard,形,難しい、困難な,3,53,U4-2,
2148,link,名,リンク、接続,3,53,U4-2,
2149,several,形,いくつかの,3,54,U4-RT1(p.54),
2150,bridge,名,橋、かけ橋,3,54,U4-RT1(p.54),
2151,between,前,［between ... and ～ で］…（と～）の間で［に、の］,3,54,U4-RT1(p.54),
2152,energetic,形,精力的な、エネルギッシュな、活発な,3,54,U4-RT1(p.54),
2153,encourage,動,…を勇気づける、励ます,3,54,U4-RT1(p.54),
2154,personality,名,個性、性格、人格,3,54,U4-RT1(p.54),
2155,hit,動,hitの過去形,3,54,U4-RT1(p.54),
2156,hit,動,（災害・不幸などが）襲う,3,54,U4-RT1(p.54),
2157,comfort,動,…を慰める、元気づける,3,54,U4-RT1(p.54),
2158,nearby,形,近くの,3,54,U4-RT1(p.54),
2159,safe,形,安全な,3,54,U4-RT1(p.54),
2160,all the time,連,常に,3,54,U4-RT1(p.54),
2161,kill,動,［be killed inで］…で死ぬ,3,54,U4-RT1(p.54),
2162,rode,動,rideの過去形,3,55,U4-RT1(p.55),
2163,bicycle,名,自転車,3,55,U4-RT1(p.55),
2164,toward,前,…のほうへ、…に向かって,3,55,U4-RT1(p.55),
2165,apartment,名,アパート［マンション］の部屋,3,55,U4-RT1(p.55),
2166,caught,動,catchの過去形・過去分詞,3,55,U4-RT1(p.55),
2167,tsunami,名,津波,3,55,U4-RT1(p.55),
2168,sudden,形,突然の、不意の,3,55,U4-RT1(p.55),
2169,news,名,ニュース、知らせ,3,55,U4-RT1(p.55),
2170,shortly,副,まもなく、すぐに,3,55,U4-RT1(p.55),
2171,corner,名,コーナー,3,55,U4-RT1(p.55),
2172,exchange,名,交流、やりとり,3,55,U4-RT1(p.55),
2173,program,名,プログラム、計画、事業,3,55,U4-RT1(p.55),
2174,support,動,…を支援する、応援する,3,55,U4-RT1(p.55),
2175,ordinary,形,ふつうの,3,55,U4-RT1(p.55),
2176,crisis,名,危機、難局、（病気の）峠,3,55,U4-RT1(p.55),
2177,be caught in,連, …に巻き込まれる,3,55,U4-RT1(p.55),
2178,bring ... together,連,…を団結させる,3,55,U4-RT1(p.55),
2179,keep on ...ing,連,…し続ける,3,55,U4-RT1(p.55),
2180,no longer,連,もはや…ない,3,55,U4-RT1(p.55),
2181,no longer,連,もはや…ない,3,55,U4-RT1(p.55),
2182,every year,連,毎年,3,55,U4-RT1(p.55),
2183,at,前,【原因・理由】…によって,3,55,U4-RT1(p.55),
2184,on,副,（動作を）続けて、進行中で,3,55,U4-RT1(p.55),
2185,work,動,努力する、（…に）取り組む,3,55,U4-RT1(p.55),
2186,That’s very kind of you.,連,どうもご親切にありがとうございます。,3,59,RLE4,
2187,would like ... to ?,連,would like ... to ? …に～してほしい（のですが）,3,59,RLE4,
2188,can,助,【申し出】Can I ...? …しましょうか。,3,59,RLE4,
2189,internet,名,インターネット,3,62,U5-1,
2190,person,名,人、個人,3,62,U5-1,
2191,image,名,像、肖像、印象,3,62,U5-1,
2192,print,動,…を印刷する,3,62,U5-1,
2193,leader,名,指導者、リーダー,3,62,U5-1,
2194,greatly,副,おおいに、非常に,3,62,U5-1,
2195,born,動,be born 生まれる,3,62,U5-1,
2196,national,形,国の,3,62,U5-1,
2197,non-violence,名,非暴力,3,62,U5-1,
2198,on the internet,連,インターネットで,3,62,U5-1,
2199,note,名,紙幣,3,62,U5-1,
2200,on,前,【手段】…で、…によって,3,62,U5-1,
2201,independence,名,独立,3,63,U5-2,
2202,violence,名,暴力,3,63,U5-2,
2203,fight,動,たたかう,3,63,U5-2,
2204,protest,動,抗議する,3,63,U5-2,
2205,tough,形,困難な、難しい,3,63,U5-2,
2206,human rights,連,人権,3,63,U5-2,
2207,go on ,連,…をする、始める,3,63,U5-2,
2208,little,形,ほとんど（ない）,3,63,U5-2,
2209,more,代,もっと多くのもの［こと］,3,63,U5-2,
2210,right,名,権利,3,63,U5-2,
2211,who,代,［関係代名詞］…である［する］ところの,3,63,U5-2,
2212,lawyer,名,弁護士,3,64,U5-RT1(p.64),
2213,British,形,イギリス［英国］の、イギリス人の,3,64,U5-RT1(p.64),
2214,discrimination,名,差別,3,64,U5-RT1(p.64),
2215,freely,副,自由に,3,64,U5-RT1(p.64),
2216,sidewalk,名,歩道,3,64,U5-RT1(p.64),
2217,accept,動,…を受け入れる,3,64,U5-RT1(p.64),
2218,law,名,法律、法,3,64,U5-RT1(p.64),
2219,unfair,形,不公平な、不当な,3,64,U5-RT1(p.64),
2220,stood,動,standの過去形,3,64,U5-RT1(p.64),
2221,arrest,動,…を逮捕する,3,64,U5-RT1(p.64),
2222,jail,名,刑務所,3,64,U5-RT1(p.64),
2223,non-violent,形,非暴力の,3,64,U5-RT1(p.64),
2224,effective,形,効果的な,3,64,U5-RT1(p.64),
2225,at that [the] time,連,その当時（には）,3,64,U5-RT1(p.64),
2226,go out ,連,外へ出る,3,64,U5-RT1(p.64),
2227,even if,連,たとえ…だとしても,3,64,U5-RT1(p.64),
2228,British,名,イギリス［英国］人,3,64,U5-RT1(p.64),
2229,even,副,［比較級を強調して］さらにいっそう,3,64,U5-RT1(p.64),
2230,lead,動,…を導く、…を先導する,3,64,U5-RT1(p.64),
2231,movement,名,（政治的・社会的な）運動,3,64,U5-RT1(p.64),
2232,rule,名,支配、統治,3,64,U5-RT1(p.64),
2233,sent,動,sendの過去分詞,3,64,U5-RT1(p.64),
2234,stand,動,立ち上がる、起立する,3,64,U5-RT1(p.64),
2235,colony,名,植民地,3,65,U5-RT1(p.65),
2236,produce,動,…を生産する、生じる,3,65,U5-RT1(p.65),
2237,tax,名,税、税金,3,65,U5-RT1(p.65),
2238,expensive,形,高価な、費用のかかる,3,65,U5-RT1(p.65),
2239,follower,名,信奉者、支持者,3,65,U5-RT1(p.65),
2240,thousand,名/形,"1,000（の）",3,65,U5-RT1(p.65),
2241,kilometer,名,キロメートル,3,65,U5-RT1(p.65),
2242,march,名,行進、マーチ,3,65,U5-RT1(p.65),
2243,peaceful,形,平和な,3,65,U5-RT1(p.65),
2244,legacy,名,遺産,3,65,U5-RT1(p.65),
2245,in those days,連,そのころは、当時は,3,65,U5-RT1(p.65),
2246,thousands of,連,何千もの、多くの,3,65,U5-RT1(p.65),
2247,way to,連,…する方法,3,65,U5-RT1(p.65),
2248,fight,名,たたかい,3,65,U5-RT1(p.65),
2249,protest,名,抗議（運動）,3,65,U5-RT1(p.65),
2250,put,動,（罪・責任など）を課す,3,65,U5-RT1(p.65),
2251,spread,動,広がる、広まる,3,65,U5-RT1(p.65),
2252,that,代,［関係代名詞］…である［する］ところの,3,65,U5-RT1(p.65),
2253,text,動,携帯電話などでメッセージをおくる,3,69,RLE5,
2254,ban,動,…を禁止する,3,69,RLE5,
2255,electronic,形,電子の,3,69,RLE5,
2256,device,名,装置,3,69,RLE5,
2257,cross,動,…を横切る、渡る,3,69,RLE5,
2258,decision,名,決定、結論,3,69,RLE5,
2259,bother,名,面倒,3,69,RLE5,
2260,common,形,ふつうの、よくある、共通の,3,69,RLE5,
2261,choose to,連,…することに決める,3,69,RLE5,
2262,any,形,［主に肯定文で］どんな…でも,3,69,RLE5,
2263,report,名,報告、レポート,3,72,SA2,
2264,position,名,位置、ポジション,3,72,SA2,
2265,setter,名,（バレーボールの）セッター,3,72,SA2,
2266,chance,名,機会、チャンス,3,73,SA2,
2267,spiker,名,（バレーボールの）スパイカー,3,73,SA2,
2268,teammate,名,チームの仲間、チームメイト,3,73,SA2,
2269,get the most out of,連,…を最大限に生かす,3,73,SA2,
2270,more,形,それ以上の、あと…,3,72,SA2,
2271,most,副,［動詞を修飾して］いちばん、最も,3,72,SA2,
2272,move,動,…を感動させる,3,72,SA2,
2273,thought,名,考え、意見,3,72,SA2,
2274,most,代,最多数、最大量、最大限,3,73,SA2,
2275,backpack,名,バックパック,3,78,U6-1,
2276,overseas,副,外国へ［で］、海外へ［で］,3,78,U6-1,
2277,unused,形,未使用の,3,78,U6-1,
2278,supply,名,［suppliesで］必需品,3,78,U6-1,
2279,abroad,副,外国に［へ、で］、海外に［へ、で］,3,78,U6-1,
2280,donate,動,…を寄付する,3,78,U6-1,
2281,this way,連,このように,3,78,U6-1,
2282,could,助,canの過去形。【仮定法】…できるだろうに,3,78,U6-1,
2283,run,動,…を主催する,3,78,U6-1,
2284,wish,動,…であればよいのだが,3,78,U6-1,
2285,Afghanistan,名,アフガニスタン,3,79,U6-2,
2286,definitely,副,もちろん、確かに,3,79,U6-2,
2287,so far ,連,今まで（は）、これまで（は）,3,79,U6-2,
2288,if,接,【仮定法過去】（あり得ないことだが）もし…ならば,3,79,U6-2,
2289,would,助,【仮定法】…だろうに,3,79,U6-2,
2290,imagine,動,…を想像する,3,80,U6-RT1(p.80),
2291,illiterate,形,読み書きのできない,3,80,U6-RT1(p.80),
2292,son,名,息子,3,80,U6-RT1(p.80),
2293,daughter,名,娘,3,80,U6-RT1(p.80),
2294,ready,形,用意ができて,3,80,U6-RT1(p.80),
2295,air,名,空気、空中,3,80,U6-RT1(p.80),
2296,service,名,サービス、公的事業,3,80,U6-RT1(p.80),
2297,globe,名,［the globeで］地球,3,80,U6-RT1(p.80),
2298,connect,動,…を結びつける、つなぐ,3,80,U6-RT1(p.80),
2299,border,名,国境,3,80,U6-RT1(p.80),
2300,encourage ... to ～,連,…に～するよう促す,3,80,U6-RT1(p.80),
2301,most of,連,…の大部分,3,80,U6-RT1(p.80),
2302,be ready for,連,…の用意ができている,3,80,U6-RT1(p.80),
2303,in the open air,連,屋外で,3,80,U6-RT1(p.80),
2304,another,代,もう1つ［1人］、別のもの［人、こと］,3,80,U6-RT1(p.80),
2305,most,代,［most of ＋ 名詞で］…の大部分、ほとんど,3,80,U6-RT1(p.80),
2306,open,形,開いている、屋根のない,3,80,U6-RT1(p.80),
2307,through,前,【原因・手段】…によって、…のために,3,80,U6-RT1(p.80),
2308,depend,動,頼る,3,81,U6-RT1(p.81),
2309,trade,名,貿易,3,81,U6-RT1(p.81),
2310,survival,名,存続、生き残ること,3,81,U6-RT1(p.81),
2311,Brazil,名,ブラジル,3,81,U6-RT1(p.81),
2312,Thailand,名,タイ,3,81,U6-RT1(p.81),
2313,import,動,…を輸入する,3,81,U6-RT1(p.81),
2314,quite,副,かなり、相当,3,81,U6-RT1(p.81),
2315,coat,名,上着、コート,3,81,U6-RT1(p.81),
2316,Asian,形,アジア（人）の,3,81,U6-RT1(p.81),
2317,fact,名,現実、事実,3,81,U6-RT1(p.81),
2318,sold,動,sellの過去分詞,3,81,U6-RT1(p.81),
2319,exception,名,例外,3,81,U6-RT1(p.81),
2320,surround,動,…を囲む,3,81,U6-RT1(p.81),
2321,daily,形,日常の,3,81,U6-RT1(p.81),
2322,relationship,名,関係、結びつき,3,81,U6-RT1(p.81),
2323,interdependent,形,相互に依存している,3,81,U6-RT1(p.81),
2324,beyond,前,…をこえたところに［へ」,3,81,U6-RT1(p.81),
2325,depend on,連,…に頼る,3,81,U6-RT1(p.81),
2326,in fact,連,実際に、事実上,3,81,U6-RT1(p.81),
2327,most,形,たいていの、大部分の,3,81,U6-RT1(p.81),
2328,no,形,決して…ではない,3,81,U6-RT1(p.81),
2329,overseas,名,外国、国外,3,81,U6-RT1(p.81),
2330,third,名/形,3分の1（の）,3,81,U6-RT1(p.81),
2331,mini debate,名,ミニディベート,3,88,SA3,
2332,disagree,動,意見が合わない,3,88,SA3,
2333,judge,名,審判員,3,88,SA3,
2334,United States,名,the United States（of America）アメリカ合衆国,3,88,SA3,
2335,variety,名,［a (...) variety of ～で］さまざまな～、いろいろな～、…な種類の～,3,88,SA3,
2336,amazing,形,驚くべき,3,88,SA3,
2337,countryside,名,いなか,3,89,SA3,
2338,seem,動,…のように見える、思われる,3,89,SA3,
2339,for one thing,連,1つには［理由を述べるときに用いる］,3,88,SA3,
2340,eat out,連,外食する,3,89,SA3,
2341,not ... at all,連,少しも…ない,3,89,SA3,
2342,has to,連,…しなければならない,3,88,SA3,
2343,stand,動,…をがまんする,3,88,SA3,
2344,great,形,大きな、すごい,3,89,SA3,
2345,announce,動,…を発表する,3,90,SA3(p.90),
2346,winner,名,勝者,3,90,SA3(p.90),
2347,debate,名,討論、ディベート,3,90,SA3(p.90),
2348,move on,連,（次の課題などへ）移る、進む,3,90,SA3(p.90),
2349,we’ll,短,we will,3,90,SA3(p.90),
2350,electricity,名,電気、電力,3,92,LR2(p.92),
2351,cut,動,cutの過去分詞,3,92,LR2(p.92),
2352,happen,動,起こる、生じる,3,92,LR2(p.92),
2353,charge,動,…を充電する,3,92,LR2(p.92),
2354,chart,名,図表,3,92,LR2(p.92),
2355,coal,名,石炭,3,92,LR2(p.92),
2356,natural gas,名,天然ガス,3,92,LR2(p.92),
2357,relatively,副,比較的,3,92,LR2(p.92),
2358,cheap,形,（品物・料金が）安い,3,92,LR2(p.92),
2359,furthermore,副,そのうえ、さらに,3,92,LR2(p.92),
2360,run out of,連,…を使い果たす,3,92,LR2(p.92),
2361,out,副,なくなって、消えて,3,92,LR2(p.92),
2362,release,動,…を放出する,3,92,LR2(p.92),
2363,run,動,［run out ofで］…を使い果たす,3,92,LR2(p.92),
2364,energy,名,エネルギー,3,93,LR2(p.93),
2365,control,動,…を管理する,3,93,LR2(p.93),
2366,radiation,名,放射能,3,93,LR2(p.93),
2367,handle,動,…を処理する,3,93,LR2(p.93),
2368,sunshine,名,日光,3,93,LR2(p.93),
2369,wind,名,風,3,93,LR2(p.93),
2370,steam,名,蒸気,3,93,LR2(p.93),
2371,wave,名,波,3,93,LR2(p.93),
2372,renewable,形,再生可能な,3,93,LR2(p.93),
2373,dangerous,形,危険な,3,93,LR2(p.93),
2374,dam,名,ダム,3,93,LR2(p.93),
2375,damage,動,…に損害を与える,3,93,LR2(p.93),
2376,progress,動,進歩する,3,93,LR2(p.93),
2377,Denmark,名,デンマーク,3,93,LR2(p.93),
2378,quarter,名,4分の1,3,93,LR2(p.93),
2379,Iceland,名,アイスランド,3,93,LR2(p.93),
2380,heat,名,熱,3,93,LR2(p.93),
2381,solve,動,…を解決する,3,93,LR2(p.93),
2382,nuclear power,連,原子力,3,93,LR2(p.93),
2383,nuclear waste,連,核廃棄物,3,93,LR2(p.93),
2384,water power,連,水力,3,93,LR2(p.93),
2385,wind power,連,風力,3,93,LR2(p.93),
2386,power,名,力、能力,3,93,LR2(p.93),
2387,Azerbaijan,名,アゼルバイジャン,3,94,LR2(p.94),
2388,invent,動,…を発明する,3,94,LR2(p.94),
2389,lamp,名,明かり、ランプ,3,94,LR2(p.94),
2390,second,名,秒,3,94,LR2(p.94),
2391,liter,名,リットル,3,94,LR2(p.94),
2392,rainwater,名,雨水,3,94,LR2(p.94),
2393,battery,名,電池、バッテリー,3,94,LR2(p.94),
2394,sustainable,形,持続可能な,3,94,LR2(p.94),
2395,consumer,名,消費者,3,94,LR2(p.94),
2396,inventor,名,発明家,3,94,LR2(p.94),
2397,power,名,動力、電力,3,94,LR2(p.94),
2398,probably,副,十中八九、たぶん,3,96,LR3(p.96),
2399,count,動,数える,3,96,LR3(p.96),
2400,author,名,著者、作家,3,96,LR3(p.96),
2401,Germany,名,ドイツ,3,96,LR3(p.96),
2402,art school,名,美術学校,3,96,LR3(p.96),
2403,graphic designer,名,グラフィックデザイナー,3,96,LR3(p.96),
2404,color,動,…に色をつける、（葉などが）色づく、（顔を）赤らめる,3,96,LR3(p.96),
2405,drawing,名,絵をかくこと,3,96,LR3(p.96),
2406,line,名,境界（線）,3,96,LR3(p.96),
2407,outside,前,…の外側で［に、へ］,3,96,LR3(p.96),
2408,believe,動,…だと思う、信じる,3,97,LR3(p.97),
2409,publish,動,…を出版する、発行する,3,97,LR3(p.97),
2410,printer,名,印刷工、印刷業者,3,97,LR3(p.97),
2411,unusual,形,ふつうでない,3,97,LR3(p.97),
2412,think outside the box,連,自由で独創的な考え方をする,3,97,LR3(p.97),
2413,come up with,連,（考えなど）を思いつく,3,97,LR3(p.97),
2414,so ... that ?,連,とても…なので～だ,3,97,LR3(p.97),
2415,fun,形,おもしろい、楽しい,3,97,LR3(p.97),
2416,bestseller,名,ベストセラー,3,98,LR3(p.98),
2417,worldwide,副,世界中に、世界的に,3,98,LR3(p.98),
2418,toy,名,おもちゃ,3,98,LR3(p.98),
2419,feature,名,特色、特徴,3,98,LR3(p.98),
2420,cow,名,ウシ,3,98,LR3(p.98),
2421,deliver,動,…を届ける,3,98,LR3(p.98),
2422,reader,名,読者,3,98,LR3(p.98),
2423,colorfulness,名,色の鮮やかさ,3,98,LR3(p.98),
2424,represent,動,…を象徴する、表現する,3,98,LR3(p.98),
2425,colorless,形,無色の,3,98,LR3(p.98),
2426,paint,動,…にペンキを塗る、（もの）を…色に塗る,3,98,LR3(p.98),
2427,inspire,動,（人）を奮い立たせる,3,98,LR3(p.98),
2428,play with,連,…で遊ぶ,3,98,LR3(p.98),
2429,inspire ... to ?,連,～するように…を元気づける、激励する,3,98,LR3(p.98),
2430,any,形,［否定文などで］少しの…も（～ない）、何も［だれも］（～ない）,3,98,LR3(p.98),
2431,inside,前,…の中に、内部に,3,98,LR3(p.98),
2432,stay,動,とどまる、いる,3,98,LR3(p.98),
2433,wrong,形,まちがった,3,98,LR3(p.98),
2434,until,前,…まで（ずっと）、［否定文で］…までは（～しない）,3,99,LR3(p.99),
2435,imagination,名,想像力,3,99,LR3(p.99),
2436,gallery,名,美術館,3,99,LR3(p.99),
2437,studio,名,アトリエ,3,99,LR3(p.99),
2438,theater,名,劇場,3,99,LR3(p.99),
2439,fill,動,…を満たす,3,99,LR3(p.99),
2440,visitor,名,訪問客、見学者,3,99,LR3(p.99),
2441,although,接,…だけれども、…だが、…にもかかわらず,3,99,LR3(p.99),
2442,anymore,副,今ではもう…（でない）,3,99,LR3(p.99),
2443,spirit,名,精神、心、霊魂、幽霊,3,99,LR3(p.99),
2444,unfold,動,（たたんだ物）を広げる、開く,3,99,LR3(p.99),
2445,wing,名,羽,3,99,LR3(p.99),
2446,pass away,連,亡くなる,3,99,LR3(p.99),
2447,fill ... with ? ,連,…を～で満たす,3,99,LR3(p.99),
2448,not only ... but (also) ～,連,…だけでなく～もまた,3,99,LR3(p.99),
2449,built,動,buildの過去形,3,99,LR3(p.99),
2450,grow,動,成長する、増加する,3,99,LR3(p.99),
2451,hope,名,希望、見こみ,3,99,LR3(p.99),
2452,pass,動,なくなる、消える,3,99,LR3(p.99),
2453,page,名,ページ,1,141,WR-教室で…,
2454,rainbow,名,にじ,1,143,WR-9,
2455,desert,名,さばく,1,143,WR-9,
2456,rain forest,名,熱帯雨林,1,143,WR-9,
2457,savanna,名,サバンナ,1,143,WR-9,
2458,xylophone,名,木琴、鉄琴,1,143,WR-11,
2459,mug,名,マグカップ,1,143,WR-12,
2460,schoolyard,名,（学校の）運動場、校庭,1,143,WR-13,
2461,evacuation drill,名,避難訓練,1,144,WR-15,
2462,photography,名,写真撮影、写真術,1,144,WR-16,
2463,broadcasting,名,放送,1,144,WR-16,
2464,nephew,名,おい,1,145,WR-19,
2465,niece,名,めい,1,145,WR-19,
2466,midnight,名,夜の12時、真夜中,1,147,WR-24,
2467,helpful,形,役に立つ,2,42,SA1 Plus,
2468,conveyor belt,名,コンベヤーベルト、移動ベルト,2,42,SA1 Plus,
2469,reasonable,形,手ごろな,2,42,SA1 Plus,
2470,serve,動,…を提供する,2,42,SA1 Plus,
2471,raw,形,生の,2,42,SA1 Plus,
2472,offer,動,…を提供する,2,42,SA1 Plus,
2473,choice,名,選択,2,42,SA1 Plus,
2474,strength,名,濃さ,2,42,SA1 Plus,
2475,firmness,名,かたさ,2,42,SA1 Plus,
2476,assist,動,…を助ける、…を手伝う,2,42,SA1 Plus,
2477,side dish,名,副菜,2,42,SA1 Plus,
2478,batter,名,生地、衣,2,43,SA1 Plus,
2479,spring onion,名,ネギ,2,43,SA1 Plus,
2480,optional,形,自由に選べる,2,43,SA1 Plus,
2481,mayonnaise,名,マヨネーズ,2,43,SA1 Plus,
2482,bonito flake,名,かつおぶし,2,43,SA1 Plus,
2483,dried green seaweed,名,青のり,2,43,SA1 Plus,
2484,red pickled ginger,名,紅しょうが,2,43,SA1 Plus,
2485,instruction,名,指示,2,43,SA1 Plus,
2486,mix,動,…を混ぜる,2,43,SA1 Plus,
2487,bowl,名,ボウル,2,43,SA1 Plus,
2488,aside,副,わきへ、別にして,2,43,SA1 Plus,
2489,chop,動,…を切り刻む,2,43,SA1 Plus,
2490,stir,動,かき混ぜる,2,43,SA1 Plus,
2491,hot plate,名,ホットプレート,2,43,SA1 Plus,
2492,frying pan,名,フライパン,2,43,SA1 Plus,
2493,pour,動,…を注ぐ,2,43,SA1 Plus,
2494,grill,動,…を焼く,2,43,SA1 Plus,
2495,bottom,名,底、裏,2,43,SA1 Plus,
2496,flip,動,ひっくり返る,2,43,SA1 Plus,
2497,garden,名,庭,2,82,SA2 Plus,
2498,proud,形,誇りをもった,2,82,SA2 Plus,
2499,cafeteria,名,カフェテリア,2,83,SA2 Plus,
2500,weekday,名,平日,2,83,SA2 Plus,
2501,band,名,バンド,2,83,SA2 Plus,
2502,throughout,前,…中,2,83,SA2 Plus,
2503,field hockey,名,ホッケー,2,83,SA2 Plus,
2504,perform,動,演じる,2,83,SA2 Plus,
2505,celebrate,動,…をたたえる,2,83,SA2 Plus,
2506,Stanley Park,名,スタンレーパーク,2,102,SA3 Plus,
2507,hectare,名,ヘクタール,2,102,SA3 Plus,
2508,aquarium,名,水族館,2,102,SA3 Plus,
2509,historical,形,歴史的な,2,102,SA3 Plus,
2510,landmark,名,史跡,2,102,SA3 Plus,
2511,Capilano Suspension Bridge,名,キャピラノつり橋,2,102,SA3 Plus,
2512,tourist attraction,名,観光名所,2,102,SA3 Plus,
2513,foot,名,フィート（単位）,2,102,SA3 Plus,
2514,hang,動,かかる,2,102,SA3 Plus,
2515,feet,名,フィート。（footの複数形（単位））,2,102,SA3 Plus,
2516,above,前,…の上に,2,102,SA3 Plus,
2517,Capilano River,名,キャピラノ川,2,102,SA3 Plus,
2518,thrilling,形,スリル満点の,2,102,SA3 Plus,
2519,Gastown Steam Clock,名,ガスタウン蒸気時計,2,103,SA3 Plus,
2520,whistle,動,（笛が）鳴る,2,103,SA3 Plus,
2521,Canada Place,名,カナダプレース,2,103,SA3 Plus,
2522,locate,動,…に位置する,2,103,SA3 Plus,
2523,downtown,形,中心街の,2,103,SA3 Plus,
2524,multi-,接頭辞,「多くの…」「多数の…」の意味の語をつくる,2,103,SA3 Plus,
2525,Elfie,名,エルフィー[イヌの名前],2,110,Further Reading,
2526,whole,形,全…、全ての,2,110,Further Reading,
2527,grew,動,growの過去形,2,110,Further Reading,
2528,chase,動,…を追いかける,2,110,Further Reading,
2529,squirrel,名,リス,2,110,Further Reading,
2530,dig,動,地面を掘る,2,110,Further Reading,
2531,folk,名,家族、両親,2,110,Further Reading,
2532,mischief,名,いたずら,2,110,Further Reading,
2533,scold,動,…をしかる,2,110,Further Reading,
2534,except,前,…を除いて,2,110,Further Reading,
2535,quickly,副,すばやく,2,111,Further Reading,
2536,slept,動,sleepの過去形,2,111,Further Reading,
2537,worried,形,心配して,2,111,Further Reading,
2538,pillow,名,まくら,2,111,Further Reading,
2539,bury,動,…を埋葬する、…を埋める,2,112,Further Reading,
2540,hug,動,…を抱きしめる,2,112,Further Reading,
2541,knew,動,knowの過去形,2,112,Further Reading,
2542,mind,動,気にする,2,112,Further Reading,
2543,kitten,名,子ネコ,2,112,Further Reading,
2544,goldfish,名,金魚,2,112,Further Reading,
2545,whatever,代,…すること（もの）は何でも,2,112,Further Reading,
2546,amusement park,名,遊園地,2,135,UA Plus 1,
2547,shopping arcade,名,屋根のある商店街,2,135,UA Plus 1,
2548,castle,名,城,2,135,UA Plus 1,
2549,roller coaster,名,ジェットコースター,2,135,UA Plus 1,
2550,creature,名,生き物、動物,2,135,UA Plus 1,
2551,cuisine,名,料理,2,135,UA Plus 1,
2552,picnic,名,ピクニック,2,135,UA Plus 1,
2553,open-air,形,野外の、戸外の,2,135,UA Plus 1,
2554,Portuguese,名,ポルトガル人,2,136,UA Plus 2,
2555,Western,形,西洋風の,2,136,UA Plus 2,
2556,#NAME?,接尾辞,「…風」「…様式」という意味の語をつくる,2,136,UA Plus 2,
2557,recipe,名,レシピ,2,136,UA Plus 2,
2558,texture,名,食感,2,136,UA Plus 2,
2559,vary,動,異なる、さまざまである,2,136,UA Plus 2,
2560,widely,副,広く、広範囲に,2,136,UA Plus 2,
2561,thin,形,さらっとした,2,136,UA Plus 2,
2562,#NAME?,接尾辞,名詞について、「…のような」という意味の形容詞をつくる,2,136,UA Plus 2,
2563,classic,形,典型的な,2,136,UA Plus 2,
2564,stir-fry,動,…を強火でいためる,2,136,UA Plus 2,
2565,originally,副,もとは、初めは,2,136,UA Plus 2,
2566,origin,名,起源、始まり,2,136,UA Plus 2,
2567,convenience store,名,コンビニエンスストア,2,136,UA Plus 2,
2568,internationally,副,国際的に,2,136,UA Plus 2,
2569,anywhere,副,どこでも、どこへでも,2,136,UA Plus 2,
2570,athlete,名,運動選手、アスリート,2,137,UA plus 3,
2571,care worker,名,介護士,2,137,UA plus 3,
2572,carpenter,名,大工,2,137,UA plus 3,
2573,cartoonist,名,マンガ家,2,137,UA plus 3,
2574,confectioner,名,菓子職人,2,137,UA plus 3,
2575,gardener,名,庭師,2,137,UA plus 3,
2576,hairstylist,名,ヘアスタイリスト、美容師,2,137,UA plus 3,
2577,voice actor,名,声優,2,137,UA plus 3,
2578,custom,名,習慣,2,138,UA plus 4,
2579,manner,名,マナー、習慣,2,138,UA plus 4,
2580,rice bowl,名,茶わん,2,138,UA plus 4,
2581,grilled fish,名,焼き魚,2,138,UA plus 4,
2582,stab,動,…をつきさす,2,138,UA plus 4,
2583,neatly,副,きちんと,2,138,UA plus 4,
2584,bathtub,名,浴そう,2,138,UA plus 4,
2585,gate,名,門,2,139,UA plus 5,
2586,elevator,名,エレベーター,2,139,UA plus 5,
2587,parking area,名,駐車場、駐車区域,2,139,UA plus 5,
2588,double,形,２重の,2,139,UA plus 5,
2589,handrail,名,手すり,2,139,UA plus 5,
